OTU,Taxonomy
Otu005610,Firmicutes
Otu005611,Firmicutes
Otu005612,Firmicutes
Otu005613,Firmicutes
Otu005614,Firmicutes
Otu005615,Firmicutes
Otu005616,Firmicutes
Otu005617,Firmicutes
Otu005618,Firmicutes
Otu005619,Firmicutes
Otu005620,Firmicutes
Otu005621,Firmicutes
Otu005622,Firmicutes
Otu005623,Firmicutes
Otu005624,Firmicutes
Otu005625,Firmicutes
Otu005626,Firmicutes
Otu005627,Firmicutes
Otu005628,Firmicutes
Otu005629,Firmicutes
Otu005630,Firmicutes
Otu005631,Firmicutes
Otu005632,Firmicutes
Otu005633,Firmicutes
Otu005634,Bacteroidetes
Otu005635,Bacteroidetes
Otu005636,Bacteroidetes
Otu005637,Bacteroidetes
Otu005638,Bacteroidetes
Otu005639,Bacteroidetes
Otu005640,Bacteroidetes
Otu005641,Bacteroidetes
Otu005642,Bacteroidetes
Otu005643,Bacteroidetes
Otu005644,Bacteroidetes
Otu005645,Bacteroidetes
Otu005646,Bacteroidetes
Otu005647,Bacteroidetes
Otu005648,Bacteroidetes
Otu005649,Bacteroidetes
Otu005650,Bacteroidetes
Otu005651,Bacteroidetes
Otu005652,Bacteroidetes
Otu005653,Bacteroidetes
Otu005654,Firmicutes
Otu005655,Firmicutes
Otu005656,Bacteroidetes
Otu005657,Bacteroidetes
Otu005658,Bacteroidetes
Otu005659,Bacteroidetes
Otu005660,Bacteroidetes
Otu005661,Bacteroidetes
Otu005662,Bacteroidetes
Otu005663,Bacteroidetes
Otu005664,Bacteroidetes
Otu005665,Bacteroidetes
Otu005666,Bacteroidetes
Otu005667,Bacteroidetes
Otu005668,Bacteroidetes
Otu005669,Bacteroidetes
Otu005670,Bacteroidetes
Otu005671,Bacteroidetes
Otu005672,Bacteroidetes
Otu005673,Bacteroidetes
Otu005674,Bacteroidetes
Otu005675,Bacteroidetes
Otu005676,Bacteroidetes
Otu005677,Bacteroidetes
Otu005678,Firmicutes
Otu005679,Bacteroidetes
Otu005680,Bacteroidetes
Otu005681,Bacteroidetes
Otu005682,Bacteroidetes
Otu005683,Bacteroidetes
Otu005684,Bacteroidetes
Otu005685,Bacteroidetes
Otu005686,Bacteroidetes
Otu005687,Bacteroidetes
Otu005688,Bacteroidetes
Otu005689,Bacteroidetes
Otu005690,Bacteroidetes
Otu005691,Bacteroidetes
Otu005692,Bacteroidetes
Otu005693,Bacteroidetes
Otu005694,Bacteroidetes
Otu005695,Bacteroidetes
Otu005696,Bacteroidetes
Otu005697,Bacteroidetes
Otu005698,Lentisphaerae
Otu005699,Bacteroidetes
Otu005700,Bacteroidetes
Otu005701,Bacteroidetes
Otu005702,Bacteroidetes
Otu005703,Bacteroidetes
Otu005704,Fusobacteria
Otu005705,Actinobacteria
Otu005706,Bacteroidetes
Otu005707,Bacteroidetes
Otu005708,Bacteroidetes
Otu005709,Actinobacteria
Otu005710,Proteobacteria
Otu005711,Firmicutes
Otu005712,Firmicutes
Otu005713,Firmicutes
Otu005714,Firmicutes
Otu005715,Firmicutes
Otu005716,Firmicutes
Otu005717,Firmicutes
Otu005718,Bacteroidetes
Otu005719,Bacteroidetes
Otu005720,Bacteroidetes
Otu005721,Bacteroidetes
Otu005722,Bacteroidetes
Otu005723,Bacteroidetes
Otu005724,Bacteroidetes
Otu005725,Bacteroidetes
Otu005726,Bacteroidetes
Otu005727,Bacteroidetes
Otu005728,Bacteroidetes
Otu005729,Bacteroidetes
Otu005730,Bacteroidetes
Otu005731,Bacteroidetes
Otu005732,Bacteroidetes
Otu005733,Bacteroidetes
Otu005734,Bacteroidetes
Otu005735,Bacteroidetes
Otu005736,Bacteroidetes
Otu005737,Bacteroidetes
Otu005738,Bacteroidetes
Otu005739,Bacteroidetes
Otu005740,Bacteroidetes
Otu005741,Bacteroidetes
Otu005742,Bacteroidetes
Otu005743,Bacteroidetes
Otu005744,Bacteroidetes
Otu005745,Bacteroidetes
Otu005746,Bacteroidetes
Otu005747,Bacteroidetes
Otu005748,Bacteroidetes
Otu005749,Bacteroidetes
Otu005750,Bacteroidetes
Otu005751,Bacteroidetes
Otu005752,Bacteroidetes
Otu005753,Bacteroidetes
Otu005754,Bacteroidetes
Otu005755,Bacteroidetes
Otu005756,Bacteroidetes
Otu005757,Bacteroidetes
Otu005758,unclassified
Otu005759,unclassified
Otu005760,unclassified
Otu005761,unclassified
Otu005762,unclassified
Otu005763,unclassified
Otu005764,unclassified
Otu005765,unclassified
Otu005766,unclassified
Otu005767,unclassified
Otu005768,unclassified
Otu005769,unclassified
Otu005770,unclassified
Otu005771,unclassified
Otu005772,unclassified
Otu005773,unclassified
Otu005774,unclassified
Otu005775,unclassified
Otu005776,unclassified
Otu005777,unclassified
Otu005778,unclassified
Otu005779,unclassified
Otu005780,unclassified
Otu005781,unclassified
Otu005782,unclassified
Otu005783,unclassified
Otu005784,unclassified
Otu005785,unclassified
Otu005786,unclassified
Otu005787,unclassified
Otu005788,unclassified
Otu005789,Firmicutes
Otu005790,Firmicutes
Otu005791,Firmicutes
Otu005792,Firmicutes
Otu005793,Firmicutes
Otu005794,Firmicutes
Otu005795,Firmicutes
Otu005796,Firmicutes
Otu005797,Firmicutes
Otu005798,Firmicutes
Otu005799,Firmicutes
Otu005800,Firmicutes
Otu005801,Firmicutes
Otu005802,Firmicutes
Otu005803,Firmicutes
Otu005804,Firmicutes
Otu005805,Firmicutes
Otu005806,Firmicutes
Otu005807,Firmicutes
Otu005808,Proteobacteria
Otu005809,Proteobacteria
Otu005810,Proteobacteria
Otu005811,Bacteroidetes
Otu005812,Bacteroidetes
Otu005813,Proteobacteria
Otu005814,Proteobacteria
Otu005815,Proteobacteria
Otu005816,Proteobacteria
Otu005817,Proteobacteria
Otu005818,Proteobacteria
Otu005819,Proteobacteria
Otu005820,Actinobacteria
Otu005821,Actinobacteria
Otu005822,Actinobacteria
Otu005823,Firmicutes
Otu005824,Firmicutes
Otu005825,Firmicutes
Otu005826,Firmicutes
Otu005827,Firmicutes
Otu005828,Firmicutes
Otu005829,Firmicutes
Otu005830,Firmicutes
Otu005831,Firmicutes
Otu005832,Firmicutes
Otu005833,Firmicutes
Otu005834,Firmicutes
Otu005835,Firmicutes
Otu005836,Firmicutes
Otu005837,Proteobacteria
Otu005838,Bacteroidetes
Otu005839,Bacteroidetes
Otu005840,Bacteroidetes
Otu005841,Verrucomicrobia
Otu005842,Bacteroidetes
Otu005843,Bacteroidetes
Otu005844,Bacteroidetes
Otu005845,Firmicutes
Otu005846,Firmicutes
Otu005847,Firmicutes
Otu005848,Firmicutes
Otu005849,Firmicutes
Otu005850,Firmicutes
Otu005851,unclassified
Otu005852,unclassified
Otu005853,unclassified
Otu005854,unclassified
Otu005855,unclassified
Otu005856,unclassified
Otu005857,unclassified
Otu005858,unclassified
Otu005859,unclassified
Otu005860,unclassified
Otu005861,unclassified
Otu005862,unclassified
Otu005863,unclassified
Otu005864,unclassified
Otu005865,unclassified
Otu005866,unclassified
Otu005867,unclassified
Otu005868,unclassified
Otu005869,Proteobacteria
Otu005870,Proteobacteria
Otu005871,Firmicutes
Otu005872,Firmicutes
Otu005873,Firmicutes
Otu005874,Firmicutes
Otu005875,Firmicutes
Otu005876,Firmicutes
Otu005877,Firmicutes
Otu005878,Firmicutes
Otu005879,Firmicutes
Otu005880,Firmicutes
Otu005881,Firmicutes
Otu005882,Actinobacteria
Otu005883,Firmicutes
Otu005884,Firmicutes
Otu005885,Firmicutes
Otu005886,Firmicutes
Otu005887,Firmicutes
Otu005888,Firmicutes
Otu005889,Firmicutes
Otu005890,Firmicutes
Otu005891,Firmicutes
Otu005892,Firmicutes
Otu005893,Firmicutes
Otu005894,Firmicutes
Otu005895,Firmicutes
Otu005896,Firmicutes
Otu005897,Firmicutes
Otu005898,Firmicutes
Otu005899,Firmicutes
Otu005900,Firmicutes
Otu005901,Firmicutes
Otu005902,Firmicutes
Otu005903,Firmicutes
Otu005904,Firmicutes
Otu005905,Firmicutes
Otu005906,Firmicutes
Otu005907,Firmicutes
Otu005908,Firmicutes
Otu005909,Firmicutes
Otu005910,Firmicutes
Otu005911,Firmicutes
Otu005912,Firmicutes
Otu005913,Firmicutes
Otu005914,Firmicutes
Otu005915,Firmicutes
Otu005916,Firmicutes
Otu005917,Firmicutes
Otu005918,Firmicutes
Otu005919,Firmicutes
Otu005920,Firmicutes
Otu005921,Firmicutes
Otu005922,Firmicutes
Otu005923,Firmicutes
Otu005924,Firmicutes
Otu005925,Firmicutes
Otu005926,Firmicutes
Otu005927,Firmicutes
Otu005928,Firmicutes
Otu005929,Firmicutes
Otu005930,Firmicutes
Otu005931,Firmicutes
Otu005932,Firmicutes
Otu005933,Firmicutes
Otu005934,Firmicutes
Otu005935,Firmicutes
Otu005936,Firmicutes
Otu005937,Firmicutes
Otu005938,Firmicutes
Otu005939,Firmicutes
Otu005940,Firmicutes
Otu005941,Firmicutes
Otu005942,Firmicutes
Otu005943,Firmicutes
Otu005944,Firmicutes
Otu005945,Firmicutes
Otu005946,Firmicutes
Otu005947,Firmicutes
Otu005948,Firmicutes
Otu005949,Firmicutes
Otu005950,Firmicutes
Otu005951,Firmicutes
Otu005952,Firmicutes
Otu005953,Firmicutes
Otu005954,Firmicutes
Otu005955,Firmicutes
Otu005956,Firmicutes
Otu005957,Firmicutes
Otu005958,Firmicutes
Otu005959,Firmicutes
Otu005960,Firmicutes
Otu005961,Firmicutes
Otu005962,Firmicutes
Otu005963,Firmicutes
Otu005964,Firmicutes
Otu005965,Firmicutes
Otu005966,Firmicutes
Otu005967,Firmicutes
Otu005968,Firmicutes
Otu005969,Firmicutes
Otu005970,Firmicutes
Otu005971,Firmicutes
Otu005972,Firmicutes
Otu005973,Firmicutes
Otu005974,Firmicutes
Otu005975,Firmicutes
Otu005976,Firmicutes
Otu005977,Firmicutes
Otu005978,Firmicutes
Otu005979,Firmicutes
Otu005980,Firmicutes
Otu005981,Firmicutes
Otu005982,Firmicutes
Otu005983,Firmicutes
Otu005984,Firmicutes
Otu005985,Firmicutes
Otu005986,Firmicutes
Otu005987,Firmicutes
Otu005988,Firmicutes
Otu005989,Firmicutes
Otu005990,Firmicutes
Otu005991,Firmicutes
Otu005992,Firmicutes
Otu005993,Firmicutes
Otu005994,Firmicutes
Otu005995,Firmicutes
Otu005996,Firmicutes
Otu005997,Firmicutes
Otu005998,Firmicutes
Otu005999,Firmicutes
Otu006000,Firmicutes
Otu006001,Firmicutes
Otu006002,Firmicutes
Otu006003,Firmicutes
Otu006004,Firmicutes
Otu006005,Firmicutes
Otu006006,Firmicutes
Otu006007,Firmicutes
Otu006008,Firmicutes
Otu006009,Firmicutes
Otu006010,Firmicutes
Otu006011,Firmicutes
Otu006012,Firmicutes
Otu006013,Firmicutes
Otu006014,Firmicutes
Otu006015,Firmicutes
Otu006016,Firmicutes
Otu006017,Firmicutes
Otu006018,Firmicutes
Otu006019,Firmicutes
Otu006020,Firmicutes
Otu006021,Firmicutes
Otu006022,Firmicutes
Otu006023,Firmicutes
Otu006024,Firmicutes
Otu006025,Firmicutes
Otu006026,Firmicutes
Otu006027,Firmicutes
Otu006028,Firmicutes
Otu006029,Firmicutes
Otu006030,Firmicutes
Otu006031,Firmicutes
Otu006032,Firmicutes
Otu006033,Firmicutes
Otu006034,Firmicutes
Otu006035,Firmicutes
Otu006036,Firmicutes
Otu006037,Firmicutes
Otu006038,Firmicutes
Otu006039,Firmicutes
Otu006040,Firmicutes
Otu006041,Firmicutes
Otu006042,Firmicutes
Otu006043,Firmicutes
Otu006044,Firmicutes
Otu006045,Firmicutes
Otu006046,Firmicutes
Otu006047,Firmicutes
Otu006048,Firmicutes
Otu006049,Firmicutes
Otu006050,Firmicutes
Otu006051,Firmicutes
Otu006052,Firmicutes
Otu006053,Firmicutes
Otu006054,Firmicutes
Otu006055,Firmicutes
Otu006056,Firmicutes
Otu006057,Firmicutes
Otu006058,Firmicutes
Otu006059,Firmicutes
Otu006060,Firmicutes
Otu006061,Firmicutes
Otu006062,Firmicutes
Otu006063,Firmicutes
Otu006064,Firmicutes
Otu006065,Firmicutes
Otu006066,Firmicutes
Otu006067,Firmicutes
Otu006068,Firmicutes
Otu006069,Firmicutes
Otu006070,Firmicutes
Otu006071,Firmicutes
Otu006072,Firmicutes
Otu006073,Firmicutes
Otu006074,Firmicutes
Otu006075,Firmicutes
Otu006076,Firmicutes
Otu006077,Firmicutes
Otu006078,Firmicutes
Otu006079,Firmicutes
Otu006080,Firmicutes
Otu006081,Firmicutes
Otu006082,Firmicutes
Otu006083,Firmicutes
Otu006084,Firmicutes
Otu006085,Firmicutes
Otu006086,Firmicutes
Otu006087,Firmicutes
Otu006088,Firmicutes
Otu006089,Firmicutes
Otu006090,Firmicutes
Otu006091,Firmicutes
Otu006092,Firmicutes
Otu006093,Firmicutes
Otu006094,Firmicutes
Otu006095,Firmicutes
Otu006096,Firmicutes
Otu006097,Firmicutes
Otu006098,Firmicutes
Otu006099,Firmicutes
Otu006100,Firmicutes
Otu006101,Firmicutes
Otu006102,Firmicutes
Otu006103,Firmicutes
Otu006104,Firmicutes
Otu006105,Firmicutes
Otu006106,Firmicutes
Otu006107,Firmicutes
Otu006108,Firmicutes
Otu006109,Firmicutes
Otu006110,Firmicutes
Otu006111,Firmicutes
Otu006112,Firmicutes
Otu006113,Firmicutes
Otu006114,Firmicutes
Otu006115,Firmicutes
Otu006116,Firmicutes
Otu006117,Firmicutes
Otu006118,Firmicutes
Otu006119,Firmicutes
Otu006120,Firmicutes
Otu006121,Firmicutes
Otu006122,Firmicutes
Otu006123,Firmicutes
Otu006124,Firmicutes
Otu006125,Firmicutes
Otu006126,Firmicutes
Otu006127,Firmicutes
Otu006128,Firmicutes
Otu006129,Firmicutes
Otu006130,Firmicutes
Otu006131,Firmicutes
Otu006132,Firmicutes
Otu006133,Firmicutes
Otu006134,Firmicutes
Otu006135,Firmicutes
Otu006136,Firmicutes
Otu006137,Firmicutes
Otu006138,Firmicutes
Otu006139,Firmicutes
Otu006140,Firmicutes
Otu006141,Firmicutes
Otu006142,Firmicutes
Otu006143,Firmicutes
Otu006144,Firmicutes
Otu006145,Firmicutes
Otu006146,Firmicutes
Otu006147,Firmicutes
Otu006148,Firmicutes
Otu006149,Firmicutes
Otu006150,Firmicutes
Otu006151,Firmicutes
Otu006152,Firmicutes
Otu006153,Firmicutes
Otu006154,Firmicutes
Otu006155,Firmicutes
Otu006156,Firmicutes
Otu006157,Firmicutes
Otu006158,Firmicutes
Otu006159,Firmicutes
Otu006160,Firmicutes
Otu006161,Firmicutes
Otu006162,Firmicutes
Otu006163,Firmicutes
Otu006164,Firmicutes
Otu006165,Firmicutes
Otu006166,Firmicutes
Otu006167,Firmicutes
Otu006168,Firmicutes
Otu006169,Firmicutes
Otu006170,Firmicutes
Otu006171,Firmicutes
Otu006172,Firmicutes
Otu006173,Firmicutes
Otu006174,Firmicutes
Otu006175,Firmicutes
Otu006176,Firmicutes
Otu006177,Firmicutes
Otu006178,Firmicutes
Otu006179,Firmicutes
Otu006180,Firmicutes
Otu006181,Firmicutes
Otu006182,Firmicutes
Otu006183,Firmicutes
Otu006184,Firmicutes
Otu006185,Firmicutes
Otu006186,Firmicutes
Otu006187,Firmicutes
Otu006188,Firmicutes
Otu006189,Firmicutes
Otu006190,Firmicutes
Otu006191,Firmicutes
Otu006192,Firmicutes
Otu006193,Firmicutes
Otu006194,Firmicutes
Otu006195,Firmicutes
Otu006196,Firmicutes
Otu006197,Firmicutes
Otu006198,Firmicutes
Otu006199,Firmicutes
Otu006200,Firmicutes
Otu006201,Firmicutes
Otu006202,Firmicutes
Otu006203,Firmicutes
Otu006204,Firmicutes
Otu006205,Firmicutes
Otu006206,Firmicutes
Otu006207,Firmicutes
Otu006208,Firmicutes
Otu006209,Firmicutes
Otu006210,Firmicutes
Otu006211,Firmicutes
Otu006212,Firmicutes
Otu006213,Firmicutes
Otu006214,Firmicutes
Otu006215,Firmicutes
Otu006216,Firmicutes
Otu006217,Firmicutes
Otu006218,Firmicutes
Otu006219,Firmicutes
Otu006220,Firmicutes
Otu006221,Firmicutes
Otu006222,Firmicutes
Otu006223,Firmicutes
Otu006224,Firmicutes
Otu006225,Firmicutes
Otu006226,Firmicutes
Otu006227,Firmicutes
Otu006228,Firmicutes
Otu006229,Firmicutes
Otu006230,Firmicutes
Otu006231,Firmicutes
Otu006232,Firmicutes
Otu006233,Firmicutes
Otu006234,Firmicutes
Otu006235,Firmicutes
Otu006236,Firmicutes
Otu006237,Firmicutes
Otu006238,Firmicutes
Otu006239,Firmicutes
Otu006240,Firmicutes
Otu006241,Firmicutes
Otu006242,Firmicutes
Otu006243,Firmicutes
Otu006244,Firmicutes
Otu006245,Firmicutes
Otu006246,Firmicutes
Otu006247,Firmicutes
Otu006248,Firmicutes
Otu006249,Firmicutes
Otu006250,Firmicutes
Otu006251,Firmicutes
Otu006252,Firmicutes
Otu006253,Firmicutes
Otu006254,Firmicutes
Otu006255,Firmicutes
Otu006256,Firmicutes
Otu006257,Firmicutes
Otu006258,Firmicutes
Otu006259,Firmicutes
Otu006260,Firmicutes
Otu006261,Firmicutes
Otu006262,Firmicutes
Otu006263,Firmicutes
Otu006264,Firmicutes
Otu006265,Firmicutes
Otu006266,Firmicutes
Otu006267,Firmicutes
Otu006268,Firmicutes
Otu006269,Firmicutes
Otu006270,Firmicutes
Otu006271,Firmicutes
Otu006272,Firmicutes
Otu006273,Firmicutes
Otu006274,Firmicutes
Otu006275,Firmicutes
Otu006276,Firmicutes
Otu006277,Firmicutes
Otu006278,Firmicutes
Otu006279,Firmicutes
Otu006280,Firmicutes
Otu006281,Firmicutes
Otu006282,Firmicutes
Otu006283,Firmicutes
Otu006284,Firmicutes
Otu006285,Firmicutes
Otu006286,Firmicutes
Otu006287,Firmicutes
Otu006288,Firmicutes
Otu006289,Firmicutes
Otu006290,Firmicutes
Otu006291,Firmicutes
Otu006292,Firmicutes
Otu006293,Firmicutes
Otu006294,Firmicutes
Otu006295,Firmicutes
Otu006296,Firmicutes
Otu006297,Firmicutes
Otu006298,Firmicutes
Otu006299,Firmicutes
Otu006300,Firmicutes
Otu006301,Firmicutes
Otu006302,Firmicutes
Otu006303,Firmicutes
Otu006304,Firmicutes
Otu006305,Firmicutes
Otu006306,Firmicutes
Otu006307,Firmicutes
Otu006308,Firmicutes
Otu006309,Firmicutes
Otu006310,Firmicutes
Otu006311,Firmicutes
Otu006312,Firmicutes
Otu006313,Firmicutes
Otu006314,Firmicutes
Otu006315,Firmicutes
Otu006316,Firmicutes
Otu006317,Firmicutes
Otu006318,Firmicutes
Otu006319,Firmicutes
Otu006320,Firmicutes
Otu006321,Firmicutes
Otu006322,Firmicutes
Otu006323,Firmicutes
Otu006324,Firmicutes
Otu006325,Firmicutes
Otu006326,Firmicutes
Otu006327,Firmicutes
Otu006328,Firmicutes
Otu006329,Firmicutes
Otu006330,Firmicutes
Otu006331,Firmicutes
Otu006332,Firmicutes
Otu006333,Firmicutes
Otu006334,Firmicutes
Otu006335,Firmicutes
Otu006336,Firmicutes
Otu006337,Firmicutes
Otu006338,Firmicutes
Otu006339,Firmicutes
Otu006340,Firmicutes
Otu006341,Firmicutes
Otu006342,Firmicutes
Otu006343,Firmicutes
Otu006344,Firmicutes
Otu006345,Firmicutes
Otu006346,Firmicutes
Otu006347,Firmicutes
Otu006348,Firmicutes
Otu006349,Firmicutes
Otu006350,Firmicutes
Otu006351,Firmicutes
Otu006352,Firmicutes
Otu006353,Firmicutes
Otu006354,Firmicutes
Otu006355,Firmicutes
Otu006356,Firmicutes
Otu006357,Firmicutes
Otu006358,Firmicutes
Otu006359,Firmicutes
Otu006360,Firmicutes
Otu006361,Firmicutes
Otu006362,Firmicutes
Otu006363,Firmicutes
Otu006364,Firmicutes
Otu006365,Firmicutes
Otu006366,Firmicutes
Otu006367,Firmicutes
Otu006368,Firmicutes
Otu006369,Firmicutes
Otu006370,Firmicutes
Otu006371,Firmicutes
Otu006372,Firmicutes
Otu006373,Firmicutes
Otu006374,Firmicutes
Otu006375,Firmicutes
Otu006376,Firmicutes
Otu006377,Firmicutes
Otu006378,Firmicutes
Otu006379,Firmicutes
Otu006380,Firmicutes
Otu006381,Firmicutes
Otu006382,Firmicutes
Otu006383,Firmicutes
Otu006384,Firmicutes
Otu006385,Firmicutes
Otu006386,Firmicutes
Otu006387,Firmicutes
Otu006388,Firmicutes
Otu006389,Firmicutes
Otu006390,Firmicutes
Otu006391,Firmicutes
Otu006392,Firmicutes
Otu006393,Firmicutes
Otu006394,Firmicutes
Otu006395,Firmicutes
Otu006396,Firmicutes
Otu006397,Firmicutes
Otu006398,Firmicutes
Otu006399,Firmicutes
Otu006400,Firmicutes
Otu006401,Firmicutes
Otu006402,Firmicutes
Otu006403,Firmicutes
Otu006404,Firmicutes
Otu006405,Firmicutes
Otu006406,Firmicutes
Otu006407,Firmicutes
Otu006408,Firmicutes
Otu006409,Firmicutes
Otu006410,Firmicutes
Otu006411,Firmicutes
Otu006412,Firmicutes
Otu006413,Firmicutes
Otu006414,Firmicutes
Otu006415,Firmicutes
Otu006416,Firmicutes
Otu006417,Firmicutes
Otu006418,Firmicutes
Otu006419,Firmicutes
Otu006420,Firmicutes
Otu006421,Firmicutes
Otu006422,Firmicutes
Otu006423,Firmicutes
Otu006424,Firmicutes
Otu006425,Firmicutes
Otu006426,Firmicutes
Otu006427,Firmicutes
Otu006428,Firmicutes
Otu006429,Firmicutes
Otu006430,Firmicutes
Otu006431,Firmicutes
Otu006432,Firmicutes
Otu006433,Firmicutes
Otu006434,Firmicutes
Otu006435,Firmicutes
Otu006436,Firmicutes
Otu006437,Firmicutes
Otu006438,Firmicutes
Otu006439,Firmicutes
Otu006440,Firmicutes
Otu006441,Firmicutes
Otu006442,Firmicutes
Otu006443,Firmicutes
Otu006444,Firmicutes
Otu006445,Firmicutes
Otu006446,Firmicutes
Otu006447,Firmicutes
Otu006448,Firmicutes
Otu006449,Firmicutes
Otu006450,Firmicutes
Otu006451,Firmicutes
Otu006452,Firmicutes
Otu006453,Firmicutes
Otu006454,Firmicutes
Otu006455,Firmicutes
Otu006456,Firmicutes
Otu006457,Firmicutes
Otu006458,Firmicutes
Otu006459,Firmicutes
Otu006460,Firmicutes
Otu006461,Firmicutes
Otu006462,Firmicutes
Otu006463,Firmicutes
Otu006464,Firmicutes
Otu006465,Firmicutes
Otu006466,Firmicutes
Otu006467,Firmicutes
Otu006468,Firmicutes
Otu006469,Firmicutes
Otu006470,Firmicutes
Otu006471,Firmicutes
Otu006472,Firmicutes
Otu006473,Firmicutes
Otu006474,Firmicutes
Otu006475,Firmicutes
Otu006476,Firmicutes
Otu006477,Firmicutes
Otu006478,Firmicutes
Otu006479,Firmicutes
Otu006480,Firmicutes
Otu006481,Firmicutes
Otu006482,Firmicutes
Otu006483,Firmicutes
Otu006484,Firmicutes
Otu006485,Firmicutes
Otu006486,Firmicutes
Otu006487,Firmicutes
Otu006488,Firmicutes
Otu006489,Firmicutes
Otu006490,Firmicutes
Otu006491,Firmicutes
Otu006492,Firmicutes
Otu006493,Firmicutes
Otu006494,Firmicutes
Otu006495,Firmicutes
Otu006496,Firmicutes
Otu006497,Firmicutes
Otu006498,Firmicutes
Otu006499,Firmicutes
Otu006500,Firmicutes
Otu006501,Firmicutes
Otu006502,Firmicutes
Otu006503,Firmicutes
Otu006504,Firmicutes
Otu006505,Firmicutes
Otu006506,Firmicutes
Otu006507,Firmicutes
Otu006508,Firmicutes
Otu006509,Firmicutes
Otu006510,Firmicutes
Otu006511,Firmicutes
Otu006512,Firmicutes
Otu006513,Firmicutes
Otu006514,Firmicutes
Otu006515,Firmicutes
Otu006516,Firmicutes
Otu006517,Firmicutes
Otu006518,Firmicutes
Otu006519,Firmicutes
Otu006520,Firmicutes
Otu006521,Firmicutes
Otu006522,Firmicutes
Otu006523,Firmicutes
Otu006524,Firmicutes
Otu006525,Firmicutes
Otu006526,Firmicutes
Otu006527,Firmicutes
Otu006528,Firmicutes
Otu006529,Firmicutes
Otu006530,Firmicutes
Otu006531,Firmicutes
Otu006532,Firmicutes
Otu006533,Firmicutes
Otu006534,Firmicutes
Otu006535,Firmicutes
Otu006536,Firmicutes
Otu006537,Firmicutes
Otu006538,Firmicutes
Otu006539,Firmicutes
Otu006540,Firmicutes
Otu006541,Firmicutes
Otu006542,Firmicutes
Otu006543,Firmicutes
Otu006544,Firmicutes
Otu006545,Firmicutes
Otu006546,Firmicutes
Otu006547,Firmicutes
Otu006548,Firmicutes
Otu006549,Firmicutes
